4.999  	1.03228E-5
5.722	1.03267E-5
6.899	1.03315E-5
8.149	1.0342E-5
9.456	1.03555E-5
10.712	1.03729E-5
11.865	1.03915E-5
13.024	1.04084E-5
14.184	1.0433E-5
15.342	1.04547E-5
16.505	1.04793E-5
17.688	1.05055E-5
18.937	1.05327E-5
19.995	1.05583E-5
21.143	1.05845E-5
22.308	1.06138E-5
23.464	1.06405E-5
24.615	1.06689E-5
25.765	1.07001E-5
26.92	1.07278E-5
28.072	1.07568E-5
29.23	1.07879E-5
30.509	1.08228E-5
31.787	1.08591E-5
33.014	1.08944E-5
34.172	1.09262E-5
35.365	1.09575E-5
36.529	1.09921E-5
37.694	1.10246E-5
38.851	1.10616E-5
40.016	1.10962E-5
41.175	1.11325E-5
42.341	1.11678E-5
43.494	1.12054E-5
44.661	1.12395E-5
45.825	1.12793E-5
46.983	1.13161E-5
48.155	1.13565E-5
49.314	1.13941E-5
50.475	1.14342E-5
51.678	1.14752E-5
52.948	1.15165E-5
54.245	1.1563E-5
55.449	1.16064E-5
56.597	1.16466E-5
57.764	1.16896E-5
58.925	1.17321E-5
60.069	1.17729E-5
61.24	1.18158E-5
62.386	1.18592E-5
63.54	1.19012E-5
64.705	1.19476E-5
65.873	1.19906E-5
67.023	1.20314E-5
68.174	1.20789E-5
69.328	1.21217E-5
70.477	1.21696E-5
71.637	1.22147E-5
72.791	1.22598E-5
74.057	1.23124E-5
75.343	1.23641E-5
76.507	1.241E-5
77.677	1.24578E-5
78.831	1.2506E-5
80.053	1.25555E-5
81.233	1.26069E-5
82.409	1.26532E-5
83.581	1.26998E-5
84.745	1.27497E-5
85.898	1.27997E-5
87.068	1.28504E-5
88.228	1.29014E-5
89.4	1.29534E-5
90.56	1.30007E-5
91.742	1.3058E-5
92.913	1.31061E-5
94.074	1.31573E-5
95.271	1.32085E-5
96.556	1.32678E-5
97.842	1.33265E-5
99.025	1.3381E-5
100.198	1.34337E-5
101.36	1.34873E-5
102.503	1.35425E-5
103.66	1.35939E-5
104.79	1.36466E-5
105.944	1.37041E-5
107.116	1.37562E-5
108.277	1.3814E-5
109.42	1.38664E-5
110.573	1.39216E-5
111.747	1.39785E-5
112.86	1.40321E-5
114.029	1.40911E-5
115.194	1.41489E-5
116.336	1.42006E-5
117.551	1.42629E-5
118.821	1.43274E-5
120.098	1.43903E-5
121.243	1.44484E-5
122.423	1.45072E-5
123.572	1.45652E-5
124.759	1.46234E-5
125.923	1.46849E-5
127.117	1.47406E-5
128.269	1.47995E-5
129.431	1.48598E-5
130.583	1.4919E-5
131.768	1.49803E-5
132.917	1.504E-5
134.104	1.51002E-5
135.271	1.51616E-5
136.42	1.52231E-5
137.617	1.52815E-5
138.748	1.53405E-5
139.936	1.54058E-5
141.223	1.54711E-5
142.376	1.55337E-5
143.549	1.55971E-5
144.677	1.56572E-5
145.823	1.57163E-5
146.981	1.57821E-5
148.136	1.58437E-5
149.288	1.59058E-5
150.428	1.5972E-5
151.592	1.60304E-5
152.74	1.6094E-5
153.906	1.61579E-5
