155.048	1.62195E-5
156.201	1.62817E-5
157.321	1.63459E-5
158.491	1.64095E-5
159.657	1.64737E-5
160.829	1.65395E-5
162.012	1.66043E-5
163.226	1.66696E-5
164.376	1.67357E-5
165.552	1.68014E-5
166.734	1.68692E-5
167.899	1.6933E-5
169.068	1.69955E-5
170.259	1.70609E-5
171.431	1.71275E-5
172.578	1.71899E-5
173.74	1.72562E-5
174.924	1.73251E-5
176.074	1.73921E-5
177.259	1.7457E-5
178.427	1.75231E-5
179.608	1.75929E-5
180.795	1.76583E-5
181.95	1.77238E-5
183.103	1.77905E-5
184.381	1.7864E-5
185.651	1.79365E-5
186.801	1.79991E-5
187.955	1.80654E-5
189.085	1.81327E-5
190.231	1.8199E-5
191.387	1.82665E-5
192.508	1.83319E-5
193.672	1.84012E-5
194.832	1.84666E-5
195.994	1.85327E-5
197.138	1.85993E-5
198.278	1.86677E-5
199.439	1.87337E-5
200.574	1.88007E-5
201.714	1.88685E-5
202.85	1.89371E-5
204.018	1.90042E-5
205.193	1.90714E-5
206.481	1.9145E-5
207.57	1.92119E-5
208.758	1.92809E-5
209.92	1.93493E-5
211.113	1.94164E-5
212.299	1.94859E-5
213.472	1.95537E-5
214.641	1.96212E-5
215.818	1.96866E-5
216.977	1.97558E-5
218.146	1.98241E-5
219.323	1.98896E-5
220.489	1.996E-5
221.679	2.00286E-5
222.857	2.00925E-5
224.05	2.01609E-5
225.21	2.02281E-5
226.393	2.02961E-5
227.601	2.03685E-5
228.904	2.04439E-5
230.133	2.05121E-5
231.267	2.05784E-5
232.438	2.06433E-5
233.545	2.07105E-5
234.664	2.07763E-5
235.818	2.08446E-5
236.961	2.09131E-5
238.098	2.09803E-5
239.242	2.10454E-5
240.402	2.11114E-5
241.572	2.11789E-5
242.701	2.12434E-5
243.827	2.1311E-5
244.957	2.13766E-5
246.103	2.14484E-5
247.273	2.15137E-5
248.458	2.15786E-5
249.735	2.16544E-5
250.953	2.17276E-5
252.119	2.17916E-5
253.278	2.18604E-5
254.449	2.19261E-5
255.673	2.19938E-5
256.859	2.20605E-5
258.044	2.21236E-5
259.207	2.21914E-5
260.375	2.22631E-5
261.564	2.23245E-5
262.71	2.23896E-5
263.918	2.24566E-5
265.079	2.25237E-5
266.227	2.25851E-5
267.431	2.26489E-5
268.612	2.27185E-5
269.761	2.27842E-5
271.029	2.28557E-5
272.342	2.29231E-5
273.571	2.29917E-5
274.71	2.30584E-5
275.865	2.31217E-5
277.016	2.3184E-5
278.131	2.32487E-5
279.26	2.33125E-5
280.391	2.33779E-5
281.527	2.34403E-5
282.703	2.35068E-5
283.866	2.35672E-5
285.007	2.36302E-5
286.147	2.36909E-5
287.221	2.37542E-5
288.312	2.38121E-5
289.364	2.38725E-5
290.469	2.39325E-5
291.56	2.39935E-5
292.768	2.40593E-5
293.991	2.41247E-5
295.042	2.41841E-5
296.179	2.42441E-5
297.318	2.43045E-5
298.452	2.43657E-5
299.614	2.44213E-5
300.391	2.44672E-5
300.108	2.44532E-5
